intphas_0177       0 32 58.53  58 58 59.4   J2000 !  120.55   -3.80
intphas_0178       0 33 34.41  63 44 59.7   J2000 !  120.96    0.95
intphas_0179       0 33 55.45  66 29 59.8   J2000 !  121.18    3.69
intphas_0180       0 34  4.89  62 27 59.6   J2000 !  120.93   -0.34
intphas_0181       0 34 18.30  58 36 59.4   J2000 !  120.70   -4.18
intphas_0182       0 34 20.92  61 10 59.5   J2000 !  120.87   -1.62
intphas_0183       0 34 24.71  59 53 59.5   J2000 !  120.80   -2.90
intphas_0184       0 34 29.36  64 39 59.7   J2000 !  121.12    1.85
intphas_0185       0 35  8.20  67  2 59.8   J2000 !  121.34    4.23
intphas_0186       0 35 12.72  63 22 59.6   J2000 !  121.12    0.57
intphas_0187       0 35 22.76  65 34 59.8   J2000 !  121.27    2.76
intphas_0188       0 35 37.02  62  5 59.6   J2000 !  121.08   -0.72
intphas_0189       0 35 38.11  58 14 59.4   J2000 !  120.85   -4.56
intphas_0190       0 35 44.31  59 31 59.4   J2000 !  120.94   -3.28
intphas_0191       0 35 45.16  60 48 59.5   J2000 !  121.02   -2.00
intphas_0192       0 36 17.19  64 17 59.7   J2000 !  121.29    1.48
intphas_0193       0 36 35.23  67 35 59.9   J2000 !  121.51    4.77
intphas_0194       0 36 50.75  63  0 59.6   J2000 !  121.28    0.19
intphas_0195       0 36 53.79  57 52 59.4   J2000 !  120.99   -4.93
intphas_0196       0 36 56.17  66  7 59.8   J2000 !  121.46    3.30
intphas_0197       0 37  3.97  59  9 59.4   J2000 !  121.09   -3.65
intphas_0198       0 37  6.42  61 43 59.6   J2000 !  121.24   -1.09
intphas_0199       0 37  9.39  60 26 59.5   J2000 !  121.17   -2.37
intphas_0200       0 37 14.86  65 12 59.7   J2000 !  121.44    2.39
intphas_0201       0 38  1.68  63 55 59.7   J2000 !  121.46    1.10
intphas_0202       0 38  5.09  66 40 59.8   J2000 !  121.61    3.85
intphas_0203       0 38 21.51  58 47 59.4   J2000 !  121.23   -4.03
intphas_0204       0 38 25.80  62 38 59.6   J2000 !  121.44   -0.18
intphas_0205       0 38 33.59  60  4 59.5   J2000 !  121.33   -2.75
intphas_0206       0 38 35.70  61 21 59.5   J2000 !  121.39   -1.47
intphas_0207       0 39  3.42  64 50 59.7   J2000 !  121.62    2.01
intphas_0208       0 39 26.70  65 45 59.8   J2000 !  121.70    2.92
intphas_0209       0 39 28.02  67 13 59.8   J2000 !  121.77    4.39
intphas_0210       0 39 39.15  58 25 59.4   J2000 !  121.39   -4.40
intphas_0211       0 39 40.13  63 33 59.6   J2000 !  121.62    0.72
intphas_0212       0 39 53.18  59 42 59.5   J2000 !  121.47   -3.12
intphas_0213       0 39 58.01  62 16 59.6   J2000 !  121.60   -0.56
intphas_0214       0 39 59.97  60 59 59.5   J2000 !  121.55   -1.84
intphas_0215       0 40 48.49  64 28 59.7   J2000 !  121.79    1.64
intphas_0216       0 40 54.76  58  3 59.4   J2000 !  121.54   -4.78
intphas_0217       0 40 58.86  67 46 59.9   J2000 !  121.94    4.93
intphas_0218       0 41  3.50  66 18 59.8   J2000 !  121.89    3.47
intphas_0219       0 41 10.55  59 20 59.4   J2000 !  121.62   -3.50
intphas_0220       0 41 15.52  63 11 59.6   J2000 !  121.78    0.35
intphas_0221       0 41 21.78  60 37 59.5   J2000 !  121.70   -2.21
intphas_0222       0 41 24.89  61 54 59.6   J2000 !  121.75   -0.93
intphas_0223       0 41 50.08  65 23 59.7   J2000 !  121.93    2.55
intphas_0224       0 42 19.16  66 51 59.8   J2000 !  122.03    4.01
intphas_0225       0 42 28.02  58 58 59.4   J2000 !  121.77   -3.87
intphas_0226       0 42 30.28  64  6 59.7   J2000 !  121.96    1.26
intphas_0227       0 42 43.63  60 15 59.5   J2000 !  121.85   -2.59
intphas_0228       0 42 47.99  62 49 59.6   J2000 !  121.95   -0.02
intphas_0229       0 42 51.70  61 32 59.5   J2000 !  121.91   -1.30
intphas_0230       0 43 31.77  65 56 59.8   J2000 !  122.13    3.09
intphas_0231       0 43 38.86  65  1 59.7   J2000 !  122.11    2.17
intphas_0232       0 43 43.42  58 36 59.4   J2000 !  121.93   -4.24
intphas_0233       0 43 49.10  67 24 59.8   J2000 !  122.20    4.56
intphas_0234       0 44  5.51  59 53 59.5   J2000 !  122.01   -2.96
intphas_0235       0 44  8.88  63 44 59.7   J2000 !  122.13    0.89
intphas_0236       0 44 18.46  61 10 59.5   J2000 !  122.07   -1.68
intphas_0237       0 44 20.29  62 27 59.6   J2000 !  122.11   -0.39
intphas_0238       0 44 58.95  58 14 59.4   J2000 !  122.08   -4.61
intphas_0239       0 45 15.19  66 29 59.8   J2000 !  122.31    3.64
intphas_0240       0 45 18.24  64 39 59.7   J2000 !  122.28    1.80
intphas_0241       0 45 20.52  59 31 59.4   J2000 !  122.16   -3.33
intphas_0242       0 45 37.80  60 48 59.5   J2000 !  122.22   -2.05
intphas_0243       0 45 41.61  63 22 59.6   J2000 !  122.29    0.52
intphas_0244       0 45 47.19  62  5 59.6   J2000 !  122.27   -0.76
intphas_0245       0 46 10.40  57 52 59.4   J2000 !  122.23   -4.98
intphas_0246       0 46 26.72  65 34 59.8   J2000 !  122.42    2.72
intphas_0247       0 46 35.69  59  9 59.4   J2000 !  122.31   -3.70
intphas_0248       0 46 37.74  67  2 59.8   J2000 !  122.46    4.18
intphas_0249       0 46 57.22  60 26 59.5   J2000 !  122.38   -2.42
intphas_0250       0 47  0.23  64 17 59.7   J2000 !  122.45    1.43
intphas_0251       0 47 11.46  61 43 59.6   J2000 !  122.43   -1.13
intphas_0252       0 47 14.17  63  0 59.6   J2000 !  122.46    0.15
intphas_0253       0 47 48.81  58 47 59.4   J2000 !  122.46   -4.07
intphas_0254       0 48  9.51  66  7 59.8   J2000 !  122.60    3.26
intphas_0255       0 48 12.70  65 12 59.7   J2000 !  122.59    2.35
intphas_0256       0 48 14.84  67 35 59.9   J2000 !  122.63    4.73
intphas_0257       0 48 16.71  60  4 59.5   J2000 !  122.54   -2.79
intphas_0258       0 48 35.72  61 21 59.5   J2000 !  122.59   -1.50
intphas_0259       0 48 38.98  63 55 59.7   J2000 !  122.63    1.06
intphas_0260       0 48 43.85  62 38 59.6   J2000 !  122.62   -0.22
intphas_0261       0 49  2.12  58 25 59.4   J2000 !  122.62   -4.44
intphas_0262       0 49 28.07  66 40 59.8   J2000 !  122.74    3.81
intphas_0263       0 49 31.67  59 42 59.5   J2000 !  122.69   -3.15
intphas_0264       0 49 55.04  60 59 59.5   J2000 !  122.75   -1.87
intphas_0265       0 49 55.26  64 50 59.7   J2000 !  122.77    1.98
intphas_0266       0 50 10.79  62 16 59.6   J2000 !  122.79   -0.59
intphas_0267       0 50 11.81  63 33 59.6   J2000 !  122.79    0.70
intphas_0268       0 50 13.48  58  3 59.4   J2000 !  122.77   -4.80
intphas_0269       0 50 33.76  65 45 59.8   J2000 !  122.84    2.90
intphas_0270       0 50 44.50  59 20 59.4   J2000 !  122.84   -3.52
intphas_0271       0 51  0.89  67 13 59.8   J2000 !  122.89    4.36
intphas_0272       0 51 12.01  60 37 59.5   J2000 !  122.90   -2.24
intphas_0273       0 51 32.49  61 54 59.6   J2000 !  122.94   -0.96
intphas_0274       0 51 34.44  64 28 59.7   J2000 !  122.95    1.61
intphas_0275       0 51 41.67  63 11 59.6   J2000 !  122.96    0.33
intphas_0276       0 51 57.52  58 58 59.4   J2000 !  123.00   -3.89
intphas_0277       0 52 20.02  66 18 59.8   J2000 !  123.02    3.45
intphas_0278       0 52 29.10  60 15 59.5   J2000 !  123.06   -2.60
intphas_0279       0 52 41.88  67 46 59.9   J2000 !  123.05    4.91
intphas_0280       0 52 50.98  65 23 59.7   J2000 !  123.08    2.53
intphas_0281       0 52 54.22  61 32 59.5   J2000 !  123.11   -1.32
intphas_0282       0 53  8.54  58 36 59.4   J2000 !  123.15   -4.25
intphas_0283       0 53  8.71  62 49 59.6   J2000 !  123.13   -0.04
intphas_0284       0 53 10.44  64  6 59.7   J2000 !  123.12    1.25
intphas_0285       0 53 45.41  66 51 59.8   J2000 !  123.16    4.00
intphas_0286       0 53 46.30  59 53 59.5   J2000 !  123.22   -2.97
intphas_0287       0 54 15.99  61 10 59.5   J2000 !  123.27   -1.69
intphas_0288       0 54 19.77  58 14 59.4   J2000 !  123.31   -4.62
intphas_0289       0 54 33.70  65  1 59.7   J2000 !  123.26    2.16
intphas_0290       0 54 35.68  62 27 59.6   J2000 !  123.30   -0.40
intphas_0291       0 54 41.96  65 56 59.8   J2000 !  123.26    3.08
intphas_0292       0 54 43.36  63 44 59.7   J2000 !  123.30    0.88
intphas_0293       0 54 56.74  59 31 59.4   J2000 !  123.38   -3.34
intphas_0294       0 55 25.33  67 24 59.8   J2000 !  123.32    4.55
intphas_0295       0 55 27.02  57 52 59.4   J2000 !  123.47   -4.98
intphas_0296       0 55 30.43  60 48 59.5   J2000 !  123.43   -2.05
intphas_0297       0 55 57.36  62  5 59.6   J2000 !  123.46   -0.77
